Client,Lobbyist,Lobbyist_Firm,Client_Phone,Client_Address,Client_Address_2,Client_City,Client_State,Client_Zip,Client_Location
Veritas Investments Inc,"Overman, Jason",Lighthouse Public Affairs,(415) 294-1228,"500 WASHINGTON STREET, #448",,SAN FRANCISCO,CA,94111,
San Francisco Bar Pilots,"Bell, Veronica N.",Lighthouse Public Affairs,(415) 362-0861,PIER 9 EAST END,,SAN FRANCISCO,CA,94111,
San Francisco Bar Pilots,"Jordan, K. Taylor",Lighthouse Public Affairs,(415) 362-0861,PIER 9 EAST END,,SAN FRANCISCO,CA,94111,
Cisco,"Overman, Jason",Lighthouse Public Affairs,(408) 853-9985,170 WEST TASMAN DRIVE,,SAN JOSE,CA,95134,
No. 9 Fisherman's Grotto,"Reuben, James","Reuben, Junius & Rose, Llp",(415) 673-7025,2847 Taylor Street,,San Francisco,CA,94133,
Victory Automotive Group,"Overman, Jason",Lighthouse Public Affairs,(415) 364-0000,"46352 MICHIGAN AVE, 2ND FLOOR",,CANTON,MI,48188,
Safeway,"Overman, Jason",Lighthouse Public Affairs,(925) 467-3000,5918 STONERIDGE MALL ROAD,,PLEASANTON,CA,94588,
Trumark Commerical,"Gruwell, Chris",Platinum Advisors,925-648-4700,"4185 BLACKHAWK PLAZA CIRCLE, #102",,DANVILLE,CA,94506,
Bentall Kennedy,"Lang, Davi",New Deal Advisers,4153754014,600 CALIFORNIA STREET #560,,SAN FRANCISCO,CA,94108,
"Troon Pacific, Inc.","Catalano, Tuija","Reuben, Junius & Rose, Llp",415-504-8100,"1 Post St., Ste. 2210",,San Francisco,CA,94104,
Woodland Park Communities,"Overman, Jason",Lighthouse Public Affairs,(650) 690-2892,5 NEWELL COURT,,EAST PALO ALTO,CA,94303,
Matthes/william And Leigh,"Reuben, James","Reuben, Junius & Rose, Llp",415-434-7312,"3053 Fillmore St., No. 228",,San Francisco,CA,94123,
"Skills Dj Workshop, Inc.","Smith, Alexis",Barbary Coast Consulting,510-377-1893,120 Caldecott Lane #7,,Oakland,CA,94618,
Salesforce.com Inc.,"Mogi, Viva",Platinum Advisors,(415) 901-7000,1 MARKET STREET #300,,SAN FRANCISCO,CA,94105,
Golden State Warriors,"Lang, Davi",New Deal Advisers,5109862200,1011 BROADWAY,,OAKLAND,CA,94607,
The Hamlin School,"Overman, Jason",Lighthouse Public Affairs,(415) 674-5417,2120 BROADWAY STREET,,SAN FRANCISCO,CA,94115,
"Scoot Networks, Inc.","Saddler, Eli","Scoot Networks, Inc.",4154187579,1077 Howard St.,,San Francisco,CA,94103,
Greenwich Realty Company,"Reuben, James","Reuben, Junius & Rose, Llp",415-318-1262,2164 Hyde St.,,San Francisco,CA,94109,
Hudson Pacific,"Overman, Jason",Lighthouse Public Affairs,(415) 777-4100,"101 SPEAR STREET, SUITE 200",,SAN FRANCISCO,CA,94105,
"Ch2m Hill, Inc.","Overman, Jason",Lighthouse Public Affairs,(888) 242-6445,9191 SOUTH JAMAICA STREET,,ENGLEWOOD,CO,80112,
"Dolby Laboratories, Inc.","Overman, Jason",Lighthouse Public Affairs,(415) 645-5124,1275 MARKET STREET,,SAN FRANCISCO,CA,94105,
Eatwith Media,"Lang, Davi",New Deal Advisers,4154951900,"188 KING STREET, 7TH FLOOR",,SAN FRANCISCO,CA,94107,
Sf Spca,"Overman, Jason",Lighthouse Public Affairs,(415) 554-3000,243 ALABAMA STREET,,SAN FRANCISCO,CA,94103,
Au Energy,"Overman, Jason",Lighthouse Public Affairs,(510) 270-3410,41805 ALBRAE STREET,,FREMONT,CA,94538,
"Dominion Voting Systems, Inc.","Lang, Davi",New Deal Advisers,8666548683,"1201 18TH STREET, #210",,DENVER,CO,80202,
Boston Properties,"Lang, Davi",New Deal Advisers,4157720500,"4 EMBARCADERO CENTER, #2",,SAN FRANCISCO,CA,94111,
Black And Veatch,"Lang, Davi",New Deal Advisers,4157327700,"800 WILSHIRE BOULEVARD, SUITE 600",,LOS ANGELES,CA,90017,
Valhalla Real Estate,"Overman, Jason",Lighthouse Public Affairs,(415) 364-0000,2222 PALOU AVENUE,,SAN FRANCISCO,CA,94124,
"Emerson Process Management Power And Water Solutions, Inc.","Lang, Davi",New Deal Advisers,4157327700,200 BETA DRIVE,,PITTSBURGH,PA,15238,
Accenture,"Lang, Davi",New Deal Advisers,4157327700,"555 SOUTH FLOWER STREET, SUITE 3700",,LOS ANGELES,CA,90071,
Lendlease,"Johnston, Karin",Hms Associates,415-995-4873,800 W. 6th Street,,Los Angeles,CA,90017,
400 Beale Street,"Jordan, K. Taylor",Lighthouse Public Affairs,(415) 364-0000,"400 BEALE STREET, #2301",,SAN FRANCISCO,CA,94105,
Scoot,"Lang, Davi",New Deal Advisers,(415) 319-7020,1077 HOWARD STREET,,SAN FRANCISCO,CA,94103,
"Fulton Street Ventures, Llc","Peterson, Rich H.",Lighthouse Public Affairs,(415) 621-2370,"1426 FILLMORE STREET, 3RD FLOOR",,SAN FRANCISCO,CA,94115,
Francisco Parks Conservancy,"Overman, Jason",Lighthouse Public Affairs,(415) 298-9880,PO BOX 475035,,SAN FRANCISCO,CA,94147,
Clear Channel Outdoor,"Lang, Davi",New Deal Advisers,4157327700,"150 POST STREET, SUITE 405",,SAN FRANCISCO,CA,94108,
Grocery Outlet,"Overman, Jason",Lighthouse Public Affairs,(510) 845-1999,5650 HOLLIS STREET,,EMERYVILLE,CA,94608,
Tishman Speyer,"Noyola, David",Platinum Advisors,415-536-1850,"ONE BUSH STREET, #450",,SAN FRANCISCO,CA,94104,
"Birmingham Builders, Inc.","Reuben, James","Reuben, Junius & Rose, Llp",415-552-2025,"50 Osgood Place, Ste. 340",,San Francisco,CA,94133,
Tishman Speyer,"Lang, Davi",New Deal Advisers,4155361850,"1 BUSH STREET, SUITE 450",,SAN FRANCISCO,CA,94104,
Joe & The Juice,"Clemens, Alexander",Lighthouse Public Affairs,(415) 364-0000,"1675 S. STATE STREET, STE. B",,DOVER,DE,19901,
Cerner,"Lang, Davi",New Deal Advisers,8168855404,2800 ROCKCREEK PARKWAY,,KANSAS CITY,MO,64117,
James Hardie Building Products,"Lang, Davi",New Deal Advisers,8885427343,"231 SOUTH LA SALLE STREET, SUITE 2000",,CHICAGO,IL,60604,
"Tzk Broaway, Llc","Wallace, Jay",Platinum Advisors,9164438891,"1215 K STREET, SUITE 1150",,SACRAMENTO,CA,95814,
Millenium Tower Homeowners Assoc.,"Hayward, A. Boe",Lighthouse Public Affairs,(415) 364-0000,301 MISSION STREET,,SAN FRANCISCO,CA,94105,
Village Properties,"Reuben, James","Reuben, Junius & Rose, Llp",4155679000,"940 Emmet Ave., Ste. 200",,San Francisco,CA,94002,
Baybio,"Mogi, Viva",Platinum Advisors,650-871-3250,"250 E. GRAND AVE, #26",,SOUTH SAN FRANCISCO,CA,94080,
The John Buck Company,"Lang, Davi",New Deal Advisers,3129939800,1 NORTH UPPER WACKER DRIVE #2400,,CHICAGO,IL,60606,
"Fulton Street Ventures, Llc","Overman, Jason",Lighthouse Public Affairs,(415) 621-2370,"1426 FILLMORE STREET, 3RD FLOOR",,SAN FRANCISCO,CA,94115,
United Service Workers West,"Lang, Davi",New Deal Advisers,2132847706,828 WEST WASHINGTON BOULEVARD,,LOS ANGELES,CA,90015,
Laborers Local 261,"Lang, Davi",New Deal Advisers,4158264550,3271 18TH STREET,,SAN FRANCISCO,CA,94110,
"Fulton Street Ventures, Llc","Clemens, Alexander",Lighthouse Public Affairs,(415) 621-2370,"1426 FILLMORE STREET, 3RD FLOOR",,SAN FRANCISCO,CA,94115,
Hearst,"Lang, Davi",New Deal Advisers,4157778196,"5 THIRD STREET, SUITE 200",,SAN FRANCISCO,CA,94103,
Dufry North America Llc,"Wallace, Jay",Platinum Advisors,41612664444,ONE MEADOWLANDS PLAZA,,EAST RUTHERFORD,NJ,07073,
"The Swig Company, Llc","Angelis, Chloe","Reuben, Junius & Rose, Llp",415-291-1140,220 Montgomery Street,,San Francisco,CA,94104,
San Francisco Bar Pilots,"Clemens, Alexander",Lighthouse Public Affairs,(415) 362-0861,PIER 9 EAST END,,SAN FRANCISCO,CA,94111,
Sills Family Foundation,"Overman, Jason",Lighthouse Public Affairs,(415) 364-0000,"1 BUSH STREET, #600",,SAN FRANCISCO,CA,94104,
Accela,"Wallace, Jay",Platinum Advisors,9256593200,"2633 CAMINO RAMON, SUITE 500",,SAN RAMON,CA,94583,
"Presidio Bay Ventures, Llc","Overman, Jason",Lighthouse Public Affairs,(760) 214-8753,"185 BERRY STREET, SUITE 1200",,SAN FRANCISCO,CA,94107,
"Restoration Hardware, Inc.","Lang, Davi",New Deal Advisers,4158650407,"15 KOCH ROAD, SUITE K",,CORTE MADERA,CA,94925,
Axis Development,"Overman, Jason",Lighthouse Public Affairs,(415) 992-6997,580 CALIFORNIA STREET,,SAN FRANCISCO,CA,94104,
American Airporter Shuttle,"Overman, Jason",Lighthouse Public Affairs,(415) 202-0733,819 ELLIS STREET,,SAN FRANCISCO,CA,94109,
Sprig,"Lang, Davi",New Deal Advisers,5104548083,590 VAN NESS AVENUE,,SAN FRANCISCO,CA,94102,
Millenium Tower Homeowners Assoc.,"Guehring, Ross E.",Lighthouse Public Affairs,(415) 364-0000,301 MISSION STREET,,SAN FRANCISCO,CA,94105,
Distilled Spirits Council Of The Us,"Mogi, Viva",Platinum Advisors,202-682-8866,"1250 I STREET, NEW #400",,WASHINGTON,DC,20005,
Ahmed Abouesh,"Catalano, Tuija","Reuben, Junius & Rose, Llp",530-521-6747,25 Walnut Park Dr.,,Chico,CA,95928,
Joe & The Juice,"Hayward, A. Boe",Lighthouse Public Affairs,(415) 364-0000,"1675 S. STATE STREET, STE. B",,DOVER,DE,19901,
Motorola,"Lang, Davi",New Deal Advisers,8475765000,1303 EAST ALGONQUIN ROAD,,SCHAUMBURG,IL,60196,
San Francisco Bar Pilots,"Guehring, Ross E.",Lighthouse Public Affairs,(415) 362-0861,PIER 9 EAST END,,SAN FRANCISCO,CA,94111,
San Francisco Bar Pilots,"Peterson, Rich H.",Lighthouse Public Affairs,(415) 362-0861,PIER 9 EAST END,,SAN FRANCISCO,CA,94111,
Chariot,"Lang, Davi",New Deal Advisers,4159337449,83 MINNA STREET,,SAN FRANCISCO,CA,94105,
Market Street Place,"Overman, Jason",Lighthouse Public Affairs,(214) 561-8800,"8343 DOUGLAS AVENUE, SUITE 200",,DALLAS,TX,75225,
Millenium Tower Homeowners Assoc.,"Clemens, Alexander",Lighthouse Public Affairs,(415) 364-0000,301 MISSION STREET,,SAN FRANCISCO,CA,94105,
400 Beale Street,"Clemens, Alexander",Lighthouse Public Affairs,(415) 364-0000,"400 BEALE STREET, #2301",,SAN FRANCISCO,CA,94105,
400 Beale Street,"Guehring, Ross E.",Lighthouse Public Affairs,(415) 364-0000,"400 BEALE STREET, #2301",,SAN FRANCISCO,CA,94105,
Roya And Hamid Rassai,"Donner, Michael",Hanson Bridgett Llp,415-995-5025,122 Rivoli St.,,San Francisco,CA,94117,
Aecom,"Lang, Davi",New Deal Advisers,4157968100,"300 CALIFORNIA STREET, SUITE 400",,SAN FRANCISCO,CA,94104,
San Francisco Fire Fighters Local 798,"Lang, Davi",New Deal Advisers,4157327700,1139 MISSION STREET,,SAN FRANCISCO,CA,94103,
Audi,"Overman, Jason",Lighthouse Public Affairs,(415) 241-8159,280 SOUTH VAN NESS AVENUE,,SAN FRANCISCO,CA,94103,
Carmel Partners,"Lang, Davi",New Deal Advisers,4152732900,1000 SANSOME STREET # 180,,SAN FRANCISCO,CA,94111,
Millenium Tower Homeowners Assoc.,"Bell, Veronica N.",Lighthouse Public Affairs,(415) 364-0000,301 MISSION STREET,,SAN FRANCISCO,CA,94105,
Align Real Estate,"Lang, Davi",New Deal Advisers,4157701153,ONE CALIFORNIA STREET,,SAN FRANCISCO,CA,94111,
Hbk Engineering,"Lang, Davi",New Deal Advisers,3124320076,921 WEST VAN BUREN STREET,,CHICAGO,IL,60607,
Teamsters Local 2785,"Lang, Davi",New Deal Advisers,4154670450,"FIVE THOMAS MELLON CIRCLE, SUITE 130",,SAN FRANCISCO,CA,94105,
Millenium Tower Homeowners Assoc.,"Peterson, Rich H.",Lighthouse Public Affairs,(415) 364-0000,301 MISSION STREET,,SAN FRANCISCO,CA,94105,
"Fulton Street Ventures, Llc","Dorsey, Matt",Lighthouse Public Affairs,(415) 621-2370,"1426 FILLMORE STREET, 3RD FLOOR",,SAN FRANCISCO,CA,94115,
Strada,"Overman, Jason",Lighthouse Public Affairs,(415) 263-9150,"100 SPEAR STREET, SUITE 2080",,SAN FRANCISCO,CA,94105,
400 Beale Street,"Hayward, A. Boe",Lighthouse Public Affairs,(415) 364-0000,"400 BEALE STREET, #2301",,SAN FRANCISCO,CA,94105,
Joe & The Juice,"Dorsey, Matt",Lighthouse Public Affairs,(415) 364-0000,"1675 S. STATE STREET, STE. B",,DOVER,DE,19901,
San Francisco Bar Pilots,"Hayward, A. Boe",Lighthouse Public Affairs,(415) 362-0861,PIER 9 EAST END,,SAN FRANCISCO,CA,94111,
Basketball City,"Overman, Jason",Lighthouse Public Affairs,(212) 233-5050,299 SOUTH STREET,,NEW YORK,NY,10002,
San Francisco Bar Pilots,"Dorsey, Matt",Lighthouse Public Affairs,(415) 362-0861,PIER 9 EAST END,,SAN FRANCISCO,CA,94111,
Schools Of The Sacred Heart,"Overman, Jason",Lighthouse Public Affairs,(415) 292-3155,1715 OCTAVIA STREET,,SAN FRANCISCO,CA,94109,
Congregation Emanu-El,"Overman, Jason",Lighthouse Public Affairs,(415) 751-2535,2 LAKE STREET,,SAN FRANCISCO,CA,94118,
Teamsters Local 2785,"Gruwell, Chris S.",New Deal Advisers,4154670450,"FIVE THOMAS MELLON CIRCLE, SUITE 130",,SAN FRANCISCO,CA,94105,
Wells Fargo Bank,"Overman, Jason",Lighthouse Public Affairs,(415) 364-0000,420 MONTGOMERY STREET,,SAN FRANCISCO,CA,94104,
Tidewater Capital,"Lang, Davi",New Deal Advisers,4157327700,25 TAYLOR STREET,,SAN FRANCISCO,CA,94102,
Visa,"Overman, Jason",Lighthouse Public Affairs,(650) 432-1272,PO BOX 8999,,SAN FRANCISCO,CA,94128,
Expedia,"Lang, Davi",New Deal Advisers,2024494737,"1120 G STREET NW, SUITE 410",,WASHINGTON,DC,20005,
Instacart,"Overman, Jason",Lighthouse Public Affairs,(888) 245-7822,"50 BEALE STREET, #600",,SAN FRANCISCO,CA,94105,
"Lennar Multifamily Communities, Llc","Lang, Davi",New Deal Advisers,4159754980,"492 9TH STREET, SUITE 300",,OAKLAND,CA,94607,
Webcor,"Lang, Davi",New Deal Advisers,4154225555,2130 FULTON STREET,,SAN FRANCISCO,CA,94117,
Luxe Valet,"Overman, Jason",Lighthouse Public Affairs,(415) 660-9866,2 BRYANT STREET,,SAN FRANCISCO,CA,94105,
San Francisco Auto Jobs Alliance,"Peterson, Rich",Goodyear Peterson Hayward & Associates,(415) 402-0222,"100 PINE STREET, #1525",,SAN FRANCISCO,CA,94111,
Jeff Franklin Productions,"Cuadra, Luis",Luis Cuadra,3102734870,10066 Cielo Drive,,Beverly Hills,CA,90210,
Jeff Franklin Productions,"Davis, Evette",Bergdavis Public Affairs,310-273-4870,10066 Cielo Drive,,Beverly Hills,CA,90210,
American Buddhist Cultural Society,"Junius, Andrew","Reuben, Junius & Rose, Llp",510-936-4081,1750 Van Ness Avenue,,San Francisco,CA,94104,
Victory Automotive Group,"Sullivan, Tara N.","Reuben, Junius & Rose, Llp",8102470108,46352 Michigan Avenue,,Canton,MI,48188,
Edward And Margaret Duffy,"Sullivan, Tara N.","Reuben, Junius & Rose, Llp",415-974-6320,414 Pinehill Road,,Hillsborough,CA,94010-6615,
Lynn/douglas,"Junius, Andrew","Reuben, Junius & Rose, Llp",415-860-6750,P.O. Box 62,,St. Helena,CA,94104,
Field Storage Corp. - Storage Pro,"Sullivan, Tara N.","Reuben, Junius & Rose, Llp",2087250445,PO Box 6127,,Ketchum,ID,83340,
Charles Mulller,"Kevlin, John","Reuben, Junius & Rose, Llp",4155679000,"300 Montgomery St., Ste. 800",,San Francisco,CA,94104,
"Carey Watermark Investors 2, Inc.","Kevlin, John","Reuben, Junius & Rose, Llp",847-810-1957,"c/o Watermark Capital Partners, LLC",,Lake Forest,IL,60045,
"Align Folsom, Llc","Sullivan, Tara N.","Reuben, Junius & Rose, Llp",415-847-1332,"One California Street, Ste. 400",,San Francisco,CA,94111,
Clarion Partners,"Reuben, James","Reuben, Junius & Rose, Llp",213-236-3416,"601 S. Fiureroa Street, Ste. 3400",,Los Angeles,CA,90017,
Boston Properties,"Loper, Mark","Reuben, Junius & Rose, Llp",4157720701,Four Embarcadero Center,,San Francisco,CA,94111,
Greenwich Realty Company,"Frattin, Daniel","Reuben, Junius & Rose, Llp",415-806-8252,2164 Hyde St.,,San Francisco,CA,94109,
Jl Realty Partners,"Catalano, Tuija","Reuben, Junius & Rose, Llp",415-567-9000,"3145 Grant Blvd., Ste. 238",,San Francisco,CA,94118,
"Golden Gate Van Ness, Llc","Angelis, Chloe","Reuben, Junius & Rose, Llp",408-436-3671,2152 Garden Terrace,,Mountain View,CA,94040,
Jon Paulsen,"Silverman, David","Reuben, Junius & Rose, Llp",4155679000,"435 Brannan Street, Ste. 204",,San Francisco,CA,94107,
2675 Geary Boulevard Lp,"Frattin, Daniel","Reuben, Junius & Rose, Llp",914-2883379,"411 Theodore Fremd Ave., Ste. 300",,Rye,NY,10580,
Salesforce.com Inc.,"Owen, David",Platinum Advisors,415-901-7000,"1 MARKET STREET, #300",,SAN FRANCISCO,CA,94105,
Sfblue Homeowners Association/hawthorne Place Homeowners Association,"Donner, Michael",Hanson Bridgett Llp,4159955025,"631 Folsom St., Unit 16A",,San Francisco,CA,94107,
2675 Geary Boulevard Lp,"Loper, Mark","Reuben, Junius & Rose, Llp",914-288-3379,411 Theodore Fremd Ave.,,Rye,NY,10580,
1075 Folsom Llc,"Loper, Mark","Reuben, Junius & Rose, Llp",4155679000,c/o Pillar Capital,,San Francisco,CA,94104,
One Vassar,"Moriarity, Anne",Lighthouse Public Affairs,(415) 982-7777,433 CALIFORNIA STREET,,SAN FRANCISCO,CA,94104,
Sks Real Estate,"Gruwell, Chris S.",New Deal Advisers,415.733.8212,"601 CALIFORNIA STREET, #1310",,SAN FRANCISCO,CA,94108,
Paradigm Hotel Group,"Bell, Veronica N.",Lighthouse Public Affairs,(650) 872-2017,150 W HARRIS AVENUE,,SOUTH SAN FRANCISCO,CA,94080,
Hearst Corp.,"Moriarity, Anne",Lighthouse Public Affairs,(212) 649-2000,300 W. 57TH STREET,,NEW YORK,NY,10019,
Hudson Pacific,"Moriarity, Anne",Lighthouse Public Affairs,(415) 777-4100,"101 SPEAR STREET, SUITE 200",,SAN FRANCISCO,CA,94105,
Vukota Capital,"Hayward, A. Boe",Lighthouse Public Affairs,(888) 614-6345,"5251 DTC PARKWAY, #1001",,GREEDWOOD VILLAGE,CO,80111,
Francisco Parks Conservancy,"Moriarity, Anne",Lighthouse Public Affairs,(415) 298-9880,PO BOX 475035,,SAN FRANCISCO,CA,94115,
Integral Development,"Moriarity, Anne",Lighthouse Public Affairs,(404) 224-1860,"191 PEACHTREE STREET, NE SUITE 4100",,ATLANTA,GA,30303,
Cisco,"Moriarity, Anne",Lighthouse Public Affairs,(408) 853-9985,170 WEST TASMAN DRIVE,,NEW YORK,NY,95134,
Paradigm Hotel Group,"Clemens, Alexander",Lighthouse Public Affairs,(650) 872-2017,150 W HARRIS AVENUE,,SOUTH SAN FRANCISCO,CA,94080,
Wells Fargo Bank,"Moriarity, Anne",Lighthouse Public Affairs,(415) 364-0000,420 MONTGOMERY STREET,,SAN FRANCISCO,CA,94104,
"Ch2m Hill, Inc.","Moriarity, Anne",Lighthouse Public Affairs,(888) 242-6445,9191 SOUTH JAMAICA STREET,,ENGLEWOOD,CO,80112,
Sills Family Foundation,"Moriarity, Anne",Lighthouse Public Affairs,(415) 364-0000,"1 BUSH STREET, #600",,SAN FRANCISCO,CA,94104,
Paradigm Hotel Group,"Peterson, Rich H.",Lighthouse Public Affairs,(650) 872-2017,150 W HARRIS AVENUE,,SOUTH SAN FRANCISCO,CA,94080,
Adjusters International,"Jones, Dwayne",Platinum Advisors,650-583-4300,"400 OYSTER POINT BOULEVARD, #519",,SOUTH SAN FRANCISCO,CA,94080,
Instacart,"Moriarity, Anne",Lighthouse Public Affairs,(888) 245-7822,"50 BEALE STREET, #600",,SAN FRANCISCO,CA,94105,
Duty Free Americas,"Peterson, Rich H.",Lighthouse Public Affairs,(203) 364-0347,6100 HOLLYWOOD BOULEVARD,,HOLLYWOOD,FL,33024,
Vukota Capital,"Dorsey, Matt",Lighthouse Public Affairs,(888) 614-6345,"5251 DTC PARKWAY, #1001",,GREEDWOOD VILLAGE,CO,80111,
Vukota Capital,"Moriarity, Anne",Lighthouse Public Affairs,(650) 432-1272,"5251 DTC PARKWAY, #1001",,GREEDWOOD VILLAGE,CO,80111,
Paradigm Hotel Group,"Guehring, Ross E.",Lighthouse Public Affairs,(650) 872-2017,150 W HARRIS AVENUE,,SOUTH SAN FRANCISCO,CA,94080,
Spin,"Gruwell, Chris S.",New Deal Advisers,415.519.9495,164 SOUTH PARK STREET,,SAN FRANCISCO,CA,94107,
Jewish Home,"Moriarity, Anne",Lighthouse Public Affairs,(415) 469-2249,302 SILVER AVENUE,,SAN FRANCISCO,CA,94112,
Valhalla Real Estate,"Moriarity, Anne",Lighthouse Public Affairs,(415) 364-0000,2222 PALOU AVENUE,,SAN FRANCISCO,CA,94124,
"Gap, Inc","Sirha, Belinda",Gap Inc.,4154270774,2 Folsom Street,,San Francisco,CA,94105,
Workshop Cafe,"Gruwell, Chris S.",New Deal Advisers,415.269.1863,"180 MONTGOMERY STREET, #100",,SAN FRANCISCO,CA,94104,
Duty Free Americas,"Guehring, Ross E.",Lighthouse Public Affairs,(203) 364-0347,6100 HOLLYWOOD BOULEVARD,,HOLLYWOOD,FL,33024,
American Airporter Shuttle,"Moriarity, Anne",Lighthouse Public Affairs,(415) 202-0733,819 ELLIS STREET,,SAN FRANCISCO,CA,94109,
Cypress Private Security Co.,"Moriarity, Anne",Lighthouse Public Affairs,(415) 240-4500,478 TEHAMA STREET,,SAN FRANCISCO,CA,94103,
Strada,"Moriarity, Anne",Lighthouse Public Affairs,(415) 263-9150,"100 SPEAR STREET, SUITE 2080",,SAN FRANCISCO,CA,94105,
Sweaty Betty,"Moriarity, Anne",Lighthouse Public Affairs,(917) 534-7916,"168 FIFTH AVENUE, SUITE #201",,NEW YORK,NY,10010,
400 Beale Street,"Moriarity, Anne",Lighthouse Public Affairs,(415) 364-0000,"400 BEALE STREET, #2301",,SAN FRANCISCO,CA,94105,
Car2go,"Moriarity, Anne",Lighthouse Public Affairs,(619) 794-2606,633 NINTH AVENUE,,SAN JOSE,CA,92101,
Sks Real Estate,"Lang, Davi",New Deal Advisers,4157338212,"601 CALIFORNIA STREET, #1310",,SAN FRANCISCO,CA,94108,
Sf Spca,"Moriarity, Anne",Lighthouse Public Affairs,(415) 554-3000,243 ALABAMA STREET,,SAN FRANCISCO,CA,94103,
Paradigm Hotel Group,"Overman, Jason",Lighthouse Public Affairs,(650) 872-2017,150 W HARRIS AVENUE,,SOUTH SAN FRANCISCO,CA,94080,
"Zacks, Freedman And Patterson","Lang, Davi",New Deal Advisers,4159568100,"235 MONTGOMERY STREET, SUITE 400",,SAN FRANCISCO,CA,94014,
Sparc,"Moriarity, Anne",Lighthouse Public Affairs,(415) 252-7727,1256 MISSION STREET,,SAN FRANCISCO,CA,94103,
Camerich Furniture,"Bell, Veronica N.",Lighthouse Public Affairs,(415) 260-8314,461 N. ROBERTSON BOULEVARD,,WEST HOLLYWOOD,CA,90048,
Veritas Investments Inc,"Moriarity, Anne",Lighthouse Public Affairs,(415) 294-1228,"500 WASHINGTON STREET, #448",,SAN FRANCISCO,CA,94111,
Luxe Valet,"Moriarity, Anne",Lighthouse Public Affairs,(415) 660-9866,2 BRYANT STREET,,SAN FRANCISCO,CA,94105,
"Cubic Transportation Systems, Inc.","Gruwell, Chris",Platinum Advisors,415-441-1135,"2235 LAGUNA STREET, #105",,SAN FRANCISCO,CA,94115,
Jewish Home,"Clemens, Alexander",Lighthouse Public Affairs,(415) 469-2249,302 SILVER AVENUE,,SAN FRANCISCO,CA,94112,
Blue Bottle Coffee,"Clemens, Alexander",Lighthouse Public Affairs,(510) 653-3394,300 WEBSTER STREET,,SAN FRANCISCO,CA,94607,
Oryx Partners Llc,"Berg, Jessica",Bergdavis Public Affairs,415-902-5882,1001 Van Ness Avenue,,San Francisco,CA,94102,
Vance Street,"Brooks, Alex","Csp Securities, Lp",310-231-7110,11150 Santa Monica Blvd. Suite 750,,Los Angeles,CA,90025,
Proterra Investment Partners,"Dau, Edward",Proterra Investment Partners,612-280-8119,33 South Sixth Street,,Minneapolis,MN,55402,
"Restoration Hardware, Inc.","Noyola, David",Platinum Advisors,415-924-1005,"15 KOCH ROAD, SUITE K",,CORTE MADERA,CA,94925,
Van Wagner Communications,"Berg, Jessica",Bergdavis Public Affairs,212-699-8447,800 Third Avenue,,New York,NY,10022,
"Resolute Drinks, Llc","Cassolato, Stefano",Sgc Strategic Communications,415-812-0639,678 Geary Street,,San Francisco,CA,94102,
